Title,Authors,DOI,DOI link,Venue,Citation count,Year
A METHOD FOR FORMALIZING REQUIREMENTS INTEROPERATION IN COMPLEX SYSTEMS ENGINEERING,"A. L. Szejka, A. Aubry, H. Panetto, O. C. Júnior, E. Loures",10.1002/INST.12058,https://doi.org/10.1002/INST.12058,-,2,2015
Introduction: Journeys of integration between multiple worlds: reconceptualising multilingualism through complex transnational spaces,Julie Byrd Clark,10.1080/14790718.2011.644555,https://doi.org/10.1080/14790718.2011.644555,-,0,2012
Thematising intercultural collaboration,"Lise-Lotte Holmgreen, Inger Askehave",10.1177/1470595813488567,https://doi.org/10.1177/1470595813488567,-,2,2013
Etude des mécanismes d’interopérabilité des systèmes d’information basés sur les services Web sémantiques,"Karima Mecheri, Mahmoud Boufaida, L. Souici-Meslati, D. Meslati",-,-,-,0,2017
Towards new ideologies and pedagogies of multilingualism: innovations in interdisciplinary language education in Luxembourg,Haley De Korne,10.1080/09500782.2012.663552,https://doi.org/10.1080/09500782.2012.663552,-,0,2012
LANGUAGE TOOLS: COMMUNICATING IN TODAY’S WORLD OF BUSINESS,Sandra Ribeiro Suzana Cunha Manuel Moreira da Silva,-,-,-,2,2015
Multi-standards metadata cataloguing tools for Ocean Observatories,"Barde J Ird, Egdington D Ird, J. Barde, J.-C.desCOnnets, V. egdingtOn, Heurteaux",10.12681/MMS.70,https://doi.org/10.12681/MMS.70,-,0,2011
MULTILINGUALISM AS A PREREQUISITE OF INTERCULTURAL EDUCATION: FROM UNESCO PROGRAMMES TO SUSTAINABLE DEVELOPMENT CHALLENGES OF MODERN STATES,Arūnas Gelūnas,10.7220/95,https://doi.org/10.7220/95,-,2,2015
"Afterword: toward pluralist policies, practices, and research",E. D. de Jong,10.1080/09500782.2015.1114632,https://doi.org/10.1080/09500782.2015.1114632,-,1,2016
Development of a method for remediation of water with excessive content of fluoride using eggshell,"M. Lupo, M. B. Vescovo, O. M. Terjes, A. Rigalli",10.1016/j.bone.2014.12.041,https://doi.org/10.1016/j.bone.2014.12.041,-,0,2016
Considerations on global access to rights: anlysis of multilingual search tools,G. Peruginelli,10.4403/JLIS.IT-4606,https://doi.org/10.4403/JLIS.IT-4606,-,0,2011
La interactividad multimodal en el examen de lengua extranjera de las pruebas de acceso a la universidad en España,"Teresa Magal-Royo, Jose Luis Gimenez-Lopez",-,-,-,0,2012
THE ARCHAEOLOGICAL URBAN INFORMATION SYSTEM OF VERONA: AN APPROACH TO INTEROPERABILITY THROUGH STANDARD-BASED CONCEPTUAL MODELLING,"A. Belussi, S. Migliorini, Piergiovanna Grossi",10.19282/AC.29.2018.19,https://doi.org/10.19282/AC.29.2018.19,-,0,2018
Multilingualism and conceptual modelling,"Ricardo Mairal-Usón, Carlos Periñán-Pascual",10.5209/CLAC.52774,https://doi.org/10.5209/CLAC.52774,-,0,2016
THEORETICAL FRAMEWORKS FOR A PERSON-ORIENTED APPROACH TO MULTILINGUALISM: THE CASE OF SOUTH TYROLEAN SCHÜTZEN,Alberto Bernini,10.7220/85,https://doi.org/10.7220/85,-,0,2015
